unixTime,temp,sal,pH
1651260620.0,76.6,36.0,8.16
1651260625.0,80.0,35.0,8.09
1651260630.0,80.0,34.0,8.46
1651260635.0,74.3,34.0,8.35
1651260640.0,74.2,36.0,8.12
1651260645.0,75.0,36.0,8.49
1651260650.0,79.1,35.0,8.17
1651260655.0,75.1,35.0,8.12
1651260660.0,78.5,34.0,8.17
1651260665.0,73.5,34.0,8.43
1651260670.0,78.5,36.0,8.17
1651260675.0,78.1,35.0,8.38
1651260680.0,75.6,36.0,8.14
1651260685.0,73.5,34.0,8.17
1651260690.0,75.3,35.0,8.07
1651260695.0,78.2,34.0,8.35
1651260700.0,77.5,36.0,8.01
1651260705.0,78.1,35.0,8.11
1651260710.0,77.3,35.0,8.37
1651260715.0,73.1,35.0,8.41
1651260720.0,76.0,35.0,8.07
1651260725.0,78.1,35.0,8.09
1651260730.0,77.2,35.0,8.39
1651260735.0,77.5,35.0,8.18
1651260740.0,79.2,36.0,8.15
1651260745.0,75.0,34.0,8.41
1651260750.0,75.1,34.0,8.4
1651260755.0,77.2,35.0,8.17
1651260760.0,73.5,36.0,8.44
1651260765.0,74.4,36.0,8.04
1651260770.0,78.2,35.0,8.32
1651260775.0,79.6,34.0,8.09
1651260780.0,74.3,36.0,8.04
1651260785.0,78.0,35.0,8.27
1651260790.0,73.1,35.0,8.5
1651260795.0,78.4,34.0,8.36
1651260800.0,76.4,34.0,8.45
1651260805.0,74.7,36.0,8.23
1651260810.0,78.7,34.0,8.36
1651260815.0,76.0,35.0,8.11
1651260820.0,78.1,36.0,8.09
1651260825.0,75.2,36.0,8.14
1651260830.0,73.6,35.0,8.26
1651260835.0,73.5,34.0,8.45
1651260840.0,74.5,35.0,8.08
1651260845.0,79.9,34.0,8.45
1651260850.0,75.9,35.0,8.14
1651260855.0,74.7,36.0,8.01
1651260860.0,77.9,35.0,8.07
1651260865.0,76.7,35.0,8.01
1651260870.0,77.8,36.0,8.06
1651260875.0,76.9,35.0,8.28
1651260880.0,75.9,35.0,8.08
1651260885.0,76.4,35.0,8.42
1651260890.0,75.4,34.0,8.29
1651260895.0,75.7,35.0,8.01
1651260900.0,78.9,35.0,8.15
1651260905.0,79.8,36.0,8.14
1651260910.0,78.9,34.0,8.39
1651260915.0,77.7,36.0,8.36
1651260920.0,80.0,35.0,8.48
1651260925.0,75.0,36.0,8.33
1651260930.0,74.9,34.0,8.33
1651260935.0,76.1,36.0,8.49
1651260940.0,74.9,35.0,8.26
1651260945.0,77.9,34.0,8.13
1651260950.0,75.2,36.0,8.26
1651260955.0,73.2,35.0,8.23
1651260960.0,73.4,36.0,8.03
1651260965.0,76.0,35.0,8.15
1651260970.0,79.7,36.0,8.05
1651260975.0,78.4,35.0,8.08
1651260980.0,73.9,34.0,8.03
1651260985.0,78.8,34.0,8.04
1651260990.0,74.2,36.0,8.24
1651260995.0,75.9,34.0,8.37
1651261000.0,76.3,35.0,8.45
1651261005.0,75.3,36.0,8.44
1651261010.0,78.8,34.0,8.05
1651261015.0,74.4,36.0,8.45
1651261020.0,75.6,34.0,8.34
1651261025.0,79.9,34.0,8.06
1651261030.0,75.0,36.0,8.03
1651261035.0,77.1,35.0,8.01
1651261040.0,78.8,35.0,8.09
1651261045.0,79.1,34.0,8.02
1651261050.0,79.0,34.0,8.35
1651261055.0,79.4,34.0,8.41
1651261060.0,76.4,34.0,8.49
1651261065.0,76.2,34.0,8.21
1651261070.0,78.2,35.0,8.5
1651261075.0,78.5,36.0,8.23
1651261080.0,74.1,34.0,8.12
1651261085.0,78.6,36.0,8.3
1651261090.0,75.3,36.0,8.01
1651261095.0,77.1,35.0,8.03
1651261100.0,74.6,34.0,8.33
1651261105.0,77.3,34.0,8.2
1651261110.0,79.1,34.0,8.36
1651261115.0,74.4,34.0,8.1
1651261120.0,79.7,35.0,8.31
1651261125.0,77.2,36.0,8.16
1651261130.0,75.3,34.0,8.13
1651261135.0,75.2,34.0,8.21
1651261140.0,78.1,34.0,8.43
1651261145.0,76.9,35.0,8.03
1651261150.0,73.9,36.0,8.44
1651261155.0,75.2,35.0,8.06
1651261160.0,75.0,35.0,8.36
1651261165.0,79.0,34.0,8.37
1651261170.0,73.5,35.0,8.08
1651261175.0,73.9,35.0,8.15
1651261180.0,74.8,36.0,8.5
1651261185.0,75.0,36.0,8.5
1651261190.0,76.7,34.0,8.37
1651261195.0,76.2,36.0,8.4
1651261200.0,75.9,36.0,8.26
1651261205.0,76.2,35.0,8.11
1651261210.0,74.0,34.0,8.5
1651261215.0,78.0,35.0,8.47
1651261220.0,77.8,35.0,8.23
1651261225.0,74.4,35.0,8.14
1651261230.0,76.2,35.0,8.46
1651261235.0,73.0,35.0,8.47
1651261240.0,79.7,36.0,8.13
1651261245.0,77.7,34.0,8.5
1651261250.0,75.2,36.0,8.07
1651261255.0,77.8,36.0,8.34
1651261260.0,78.2,35.0,8.4
1651261265.0,77.9,34.0,8.0
1651261270.0,76.4,34.0,8.47
1651261275.0,75.0,34.0,8.36
1651261280.0,75.7,34.0,8.44
1651261285.0,73.4,36.0,8.36
1651261290.0,78.9,34.0,8.26
1651261295.0,77.6,34.0,8.18
1651261300.0,79.1,35.0,8.16
1651261305.0,75.7,34.0,8.27
1651261310.0,73.3,34.0,8.5
1651261315.0,76.0,34.0,8.36
1651261320.0,79.5,35.0,8.0
1651261325.0,79.4,36.0,8.42
1651261330.0,77.6,36.0,8.13
1651261335.0,77.6,36.0,8.33
1651261340.0,74.3,35.0,8.12
1651261345.0,74.6,35.0,8.45
1651261350.0,74.5,34.0,8.21
1651261355.0,79.7,35.0,8.46
1651261360.0,78.1,36.0,8.47
1651261365.0,74.9,35.0,8.44
1651261370.0,76.9,36.0,8.16
1651261375.0,79.4,34.0,8.19
1651261380.0,74.4,35.0,8.4
1651261385.0,77.4,36.0,8.33
1651261390.0,74.3,34.0,8.42
1651261395.0,73.4,36.0,8.5
1651261400.0,73.5,36.0,8.37
1651261405.0,75.5,36.0,8.18
1651261410.0,75.8,35.0,8.06
1651261415.0,75.7,34.0,8.48
1651261420.0,77.4,35.0,8.49
1651261425.0,75.8,36.0,8.15
1651261430.0,79.8,35.0,8.14
1651261435.0,76.8,34.0,8.42
1651261440.0,73.2,34.0,8.32
1651261445.0,74.7,36.0,8.36
1651261450.0,79.8,36.0,8.23
1651261455.0,74.0,35.0,8.4
1651261460.0,77.7,36.0,8.08
1651261465.0,78.5,35.0,8.0
1651261470.0,74.3,35.0,8.29
1651261475.0,76.5,36.0,8.22
1651261480.0,78.2,36.0,8.18
1651261485.0,79.9,36.0,8.48
1651261490.0,75.0,35.0,8.32
1651261495.0,73.9,36.0,8.26
1651261500.0,79.0,34.0,8.34
1651261505.0,78.0,35.0,8.03
1651261510.0,77.7,34.0,8.15
1651261515.0,73.6,34.0,8.25
1651261520.0,77.5,35.0,8.01
1651261525.0,77.7,34.0,8.05
1651261530.0,75.7,35.0,8.14
1651261535.0,79.3,34.0,8.38
1651261540.0,75.3,35.0,8.03
1651261545.0,79.4,35.0,8.25
1651261550.0,73.6,34.0,8.2
1651261555.0,75.7,34.0,8.13
1651261560.0,78.8,35.0,8.34
1651261565.0,74.5,35.0,8.19
1651261570.0,78.1,34.0,8.0
1651261575.0,76.1,35.0,8.38
1651261580.0,79.9,36.0,8.37
1651261585.0,79.0,36.0,8.42
1651261590.0,78.5,34.0,8.45
1651261595.0,78.2,34.0,8.01
1651261600.0,74.1,36.0,8.45
1651261605.0,74.9,34.0,8.48
1651261610.0,76.5,35.0,8.26
1651261615.0,75.2,35.0,8.15
1651261620.0,75.0,36.0,8.49
1651261625.0,76.8,34.0,8.18
1651261630.0,75.4,35.0,8.27
1651261635.0,79.2,34.0,8.23
1651261640.0,73.4,36.0,8.38
1651261645.0,77.7,35.0,8.1
1651261650.0,78.0,36.0,8.19
1651261655.0,75.2,34.0,8.4
1651261660.0,79.9,36.0,8.43
1651261665.0,77.9,36.0,8.03
1651261670.0,75.3,34.0,8.44
1651261675.0,78.2,36.0,8.23
1651261680.0,79.8,34.0,8.09
1651261685.0,78.2,34.0,8.4
1651261690.0,74.5,35.0,8.37
1651261695.0,75.2,35.0,8.09
1651261700.0,76.6,35.0,8.28
1651261705.0,78.2,36.0,8.49
1651261710.0,76.2,36.0,8.09
1651261715.0,79.9,34.0,8.36
1651261720.0,74.7,35.0,8.24
1651261725.0,78.4,34.0,8.38
1651261730.0,75.4,34.0,8.12
1651261735.0,79.1,34.0,8.01
1651261740.0,79.8,35.0,8.32
1651261745.0,78.4,36.0,8.11
1651261750.0,78.1,36.0,8.44
1651261755.0,75.1,34.0,8.1
1651261760.0,75.0,36.0,8.07
1651261765.0,78.3,35.0,8.06
1651261770.0,79.1,34.0,8.28
1651261775.0,74.4,34.0,8.07
1651261780.0,75.2,36.0,8.0
1651261785.0,77.6,34.0,8.19
1651261790.0,76.0,35.0,8.4
1651261795.0,74.4,35.0,8.1
1651261800.0,74.5,34.0,8.37
1651261805.0,75.8,36.0,8.17
1651261810.0,77.2,36.0,8.16
1651261815.0,73.5,35.0,8.21
1651261820.0,80.0,34.0,8.14
1651261825.0,79.2,36.0,8.17
1651261830.0,74.7,36.0,8.4
1651261835.0,78.6,36.0,8.5
1651261840.0,79.6,34.0,8.01
1651261845.0,77.3,34.0,8.2
1651261850.0,73.0,34.0,8.45
1651261855.0,77.0,34.0,8.05
1651261860.0,76.3,34.0,8.02
1651261865.0,77.3,36.0,8.47
1651261870.0,74.6,36.0,8.41
1651261875.0,75.2,35.0,8.01
1651261880.0,76.3,35.0,8.5
1651261885.0,76.9,35.0,8.36
1651261890.0,75.2,34.0,8.07
1651261895.0,77.8,34.0,8.15
1651261900.0,75.3,35.0,8.15
1651261905.0,79.5,34.0,8.01
1651261910.0,76.8,36.0,8.21
1651261915.0,79.2,36.0,8.31
1651261920.0,73.2,36.0,8.5
1651261925.0,76.3,36.0,8.04
1651261930.0,77.4,36.0,8.25
1651261935.0,78.6,35.0,8.13
1651261940.0,79.6,36.0,8.31
1651261945.0,74.3,35.0,8.12
1651261950.0,75.9,34.0,8.38
1651261955.0,76.2,34.0,8.23
1651261960.0,78.9,35.0,8.03
1651261965.0,79.4,36.0,8.28
1651261970.0,74.7,34.0,8.25
1651261975.0,76.4,34.0,8.32
1651261980.0,78.8,35.0,8.34
1651261985.0,76.2,36.0,8.06
1651261990.0,75.7,34.0,8.0
1651261995.0,78.6,35.0,8.31
1651262000.0,74.8,34.0,8.19
1651262005.0,74.6,36.0,8.12
1651262010.0,74.4,35.0,8.44
1651262015.0,78.9,35.0,8.07
1651262020.0,74.2,35.0,8.16
1651262025.0,79.3,36.0,8.12
1651262030.0,79.5,35.0,8.13
1651262035.0,75.5,34.0,8.0
1651262040.0,77.0,34.0,8.12
1651262045.0,75.4,35.0,8.31
1651262050.0,77.9,34.0,8.36
1651262055.0,74.8,36.0,8.4
1651262060.0,73.9,36.0,8.5
1651262065.0,75.8,34.0,8.3
1651262070.0,78.4,34.0,8.34
1651262075.0,74.8,35.0,8.24
1651262080.0,73.9,34.0,8.35
1651262085.0,74.6,35.0,8.15
1651262090.0,77.8,36.0,8.03
1651262095.0,76.0,35.0,8.4
1651262100.0,78.1,36.0,8.25
1651262105.0,75.2,35.0,8.35
1651262110.0,78.0,36.0,8.43
1651262115.0,74.0,36.0,8.39
1651262120.0,78.3,36.0,8.15
1651262125.0,76.0,34.0,8.17
1651262130.0,79.3,35.0,8.4
1651262135.0,78.9,35.0,8.35
1651262140.0,75.8,36.0,8.15
1651262145.0,75.3,36.0,8.38
1651262150.0,76.6,35.0,8.23
1651262155.0,75.6,34.0,8.1
1651262160.0,78.5,35.0,8.39
1651262165.0,76.6,35.0,8.14
1651262170.0,73.2,36.0,8.1
1651262175.0,75.3,34.0,8.47
1651262180.0,76.7,36.0,8.33
1651262185.0,74.9,36.0,8.48
1651262190.0,77.8,36.0,8.12
1651262195.0,73.0,34.0,8.12
1651262200.0,74.0,35.0,8.06
1651262205.0,75.6,36.0,8.45
1651262210.0,74.2,34.0,8.28
1651262215.0,75.9,35.0,8.14
1651262220.0,79.8,35.0,8.47
1651262225.0,79.9,36.0,8.28
1651262230.0,77.3,35.0,8.13
1651262235.0,76.1,34.0,8.5
1651262240.0,76.1,35.0,8.35
1651262245.0,77.2,34.0,8.22
1651262250.0,77.0,35.0,8.3
1651262255.0,76.7,34.0,8.48
1651262260.0,75.8,36.0,8.31
1651262265.0,77.3,34.0,8.03
1651262270.0,76.9,35.0,8.19
1651262275.0,77.2,36.0,8.45
1651262280.0,76.4,36.0,8.49
1651262285.0,79.7,34.0,8.45
1651262290.0,77.7,36.0,8.46
1651262295.0,78.1,36.0,8.17
1651262300.0,73.3,35.0,8.27
1651262305.0,75.9,36.0,8.43
1651262310.0,77.5,35.0,8.09
1651262315.0,79.0,35.0,8.06
1651262320.0,75.6,36.0,8.45
1651262325.0,77.9,35.0,8.11
1651262330.0,77.5,35.0,8.11
1651262335.0,78.5,34.0,8.33
1651262340.0,76.5,35.0,8.13
1651262345.0,79.6,36.0,8.49
1651262350.0,76.0,35.0,8.09
1651262355.0,76.9,36.0,8.13
1651262360.0,77.3,34.0,8.39
1651262365.0,74.4,35.0,8.05
1651262370.0,77.5,35.0,8.0
1651262375.0,79.5,36.0,8.4
1651262380.0,78.8,36.0,8.39
1651262385.0,77.5,36.0,8.03
1651262390.0,78.7,36.0,8.41
1651262395.0,73.3,34.0,8.44
1651262400.0,75.1,36.0,8.44
1651262405.0,79.6,35.0,8.12
1651262410.0,75.4,35.0,8.2
1651262415.0,73.0,35.0,8.36
1651262420.0,74.5,36.0,8.04
1651262425.0,73.5,35.0,8.06
1651262430.0,78.1,35.0,8.12
1651262435.0,73.1,34.0,8.38
1651262440.0,75.8,34.0,8.47
1651262445.0,76.0,34.0,8.46
1651262450.0,77.2,34.0,8.5
1651262455.0,78.6,36.0,8.39
1651262460.0,78.3,34.0,8.04
1651262465.0,78.2,34.0,8.13
1651262470.0,79.5,34.0,8.09
1651262475.0,78.3,34.0,8.49
1651262480.0,74.9,36.0,8.18
1651262485.0,73.0,36.0,8.33
1651262490.0,73.3,34.0,8.08
1651262495.0,74.0,34.0,8.16
1651262500.0,77.6,35.0,8.34
1651262505.0,73.5,36.0,8.2
1651262510.0,79.5,36.0,8.43
1651262515.0,73.7,36.0,8.33
1651262520.0,77.2,34.0,8.31
1651262525.0,73.8,35.0,8.32
1651262530.0,75.6,35.0,8.22
1651262535.0,74.3,36.0,8.12
1651262540.0,78.2,36.0,8.03
1651262545.0,77.9,35.0,8.21
1651262550.0,79.7,35.0,8.07
1651262555.0,76.3,36.0,8.16
1651262560.0,78.5,35.0,8.12
1651262565.0,78.7,36.0,8.06
1651262570.0,77.4,36.0,8.33
1651262575.0,77.3,35.0,8.38
1651262580.0,78.1,34.0,8.37
1651262585.0,75.6,36.0,8.3
1651262590.0,78.8,35.0,8.33
1651262595.0,74.2,35.0,8.24
1651262600.0,79.6,34.0,8.18
1651262605.0,79.8,35.0,8.17
1651262610.0,75.0,36.0,8.45
1651262615.0,77.8,36.0,8.13
1651262620.0,73.4,35.0,8.28
1651262625.0,75.9,34.0,8.13
1651262630.0,77.7,36.0,8.09
1651262635.0,75.3,34.0,8.12
1651262640.0,73.1,34.0,8.21
1651262645.0,78.5,35.0,8.02
1651262650.0,73.1,36.0,8.48
1651262655.0,75.7,35.0,8.21
1651262660.0,73.9,34.0,8.45
1651262665.0,76.4,36.0,8.0
1651262670.0,77.5,34.0,8.42
1651262675.0,74.0,35.0,8.33
1651262680.0,77.0,36.0,8.24
1651262685.0,73.0,34.0,8.47
1651262690.0,74.1,36.0,8.18
1651262695.0,74.8,36.0,8.32
1651262700.0,78.8,36.0,8.1
1651262705.0,77.4,35.0,8.04
1651262710.0,77.4,36.0,8.38
1651262715.0,77.0,36.0,8.31
1651262720.0,74.7,35.0,8.47
1651262725.0,77.4,36.0,8.42
1651262730.0,77.3,36.0,8.17
1651262735.0,75.3,36.0,8.45
1651262740.0,75.3,34.0,8.16
1651262745.0,76.3,36.0,8.3
1651262750.0,77.5,35.0,8.3
1651262755.0,75.1,36.0,8.22
1651262760.0,75.5,36.0,8.45
1651262765.0,79.6,35.0,8.42
1651262770.0,79.0,35.0,8.16
1651262775.0,78.3,35.0,8.33
1651262780.0,75.3,34.0,8.02
1651262785.0,77.0,36.0,8.13
1651262790.0,79.2,34.0,8.28
1651262795.0,75.0,36.0,8.44
1651262800.0,75.7,34.0,8.01
1651262805.0,74.9,36.0,8.21
1651262810.0,73.5,34.0,8.12
1651262815.0,78.7,34.0,8.3
1651262820.0,74.7,35.0,8.46
1651262825.0,76.8,35.0,8.34
1651262830.0,78.3,34.0,8.11
1651262835.0,79.4,34.0,8.48
1651262840.0,74.8,36.0,8.03
1651262845.0,78.4,36.0,8.13
1651262850.0,76.0,35.0,8.12
1651262855.0,74.0,35.0,8.49
1651262860.0,75.9,36.0,8.06
1651262865.0,76.1,35.0,8.24
1651262870.0,74.8,36.0,8.28
1651262875.0,77.8,36.0,8.06
1651262880.0,73.7,34.0,8.25
1651262885.0,74.2,36.0,8.09
1651262890.0,77.9,35.0,8.19
1651262895.0,73.2,34.0,8.28
1651262900.0,77.7,34.0,8.22
1651262905.0,78.0,34.0,8.17
1651262910.0,77.7,34.0,8.19
1651262915.0,76.5,34.0,8.29
1651262920.0,79.4,36.0,8.01
1651262925.0,73.6,36.0,8.36
1651262930.0,74.0,35.0,8.1
1651262935.0,77.6,36.0,8.12
1651262940.0,74.8,36.0,8.46
1651262945.0,74.5,34.0,8.15
1651262950.0,75.0,34.0,8.03
1651262955.0,78.1,36.0,8.02
1651262960.0,79.5,36.0,8.32
1651262965.0,73.8,35.0,8.1
1651262970.0,75.2,35.0,8.42
1651262975.0,76.8,35.0,8.02
1651262980.0,76.9,36.0,8.38
1651262985.0,77.8,34.0,8.1
1651262990.0,79.6,36.0,8.43
1651262995.0,74.1,35.0,8.22
1651263000.0,73.7,35.0,8.24
1651263005.0,75.4,35.0,8.13
1651263010.0,76.3,34.0,8.02
1651263015.0,73.6,36.0,8.27
1651263020.0,74.5,34.0,8.34
1651263025.0,77.8,35.0,8.15
1651263030.0,78.7,36.0,8.07
1651263035.0,74.2,36.0,8.25
1651263040.0,76.9,34.0,8.42
1651263045.0,76.5,35.0,8.06
1651263050.0,78.9,34.0,8.29
1651263055.0,79.0,35.0,8.05
1651263060.0,74.3,34.0,8.36
1651263065.0,79.7,34.0,8.41
1651263070.0,77.2,36.0,8.03
1651263075.0,79.2,35.0,8.01
1651263080.0,77.7,34.0,8.3
1651263085.0,76.2,35.0,8.16
1651263090.0,79.8,35.0,8.45
1651263095.0,73.3,36.0,8.1
1651263100.0,77.3,36.0,8.29
1651263105.0,76.0,35.0,8.15
1651263110.0,80.0,34.0,8.15
1651263115.0,78.5,34.0,8.01
1651263120.0,75.6,36.0,8.45
1651263125.0,79.8,36.0,8.32
1651263130.0,77.9,36.0,8.45
1651263135.0,79.3,34.0,8.31
1651263140.0,74.1,36.0,8.36
1651263145.0,80.0,35.0,8.08
1651263150.0,76.4,35.0,8.11
1651263155.0,78.8,35.0,8.23
1651263160.0,76.5,34.0,8.42
1651263165.0,77.6,34.0,8.46
1651263170.0,78.9,36.0,8.25
1651263175.0,76.1,34.0,8.3
1651263180.0,74.4,34.0,8.17
1651263185.0,73.1,35.0,8.26
1651263190.0,77.3,36.0,8.02
1651263195.0,74.0,35.0,8.06
1651263200.0,75.6,35.0,8.29
1651263205.0,77.0,36.0,8.16
1651263210.0,78.8,34.0,8.43
1651263215.0,77.5,35.0,8.13
1651263220.0,78.1,34.0,8.31
1651263225.0,78.9,36.0,8.3
1651263230.0,77.6,36.0,8.37
1651263235.0,76.6,36.0,8.49
1651263240.0,76.2,36.0,8.11
1651263245.0,76.2,35.0,8.14
1651263250.0,74.6,34.0,8.41
1651263255.0,73.5,35.0,8.03
1651263260.0,77.2,35.0,8.32
1651263265.0,73.2,35.0,8.41
1651263270.0,76.3,36.0,8.27
1651263275.0,79.4,35.0,8.39
1651263280.0,74.7,34.0,8.47
1651263285.0,79.8,35.0,8.49
1651263290.0,78.4,36.0,8.05
1651263295.0,77.1,36.0,8.46
1651263300.0,76.4,36.0,8.09
1651263305.0,74.0,34.0,8.38
1651263310.0,75.2,36.0,8.37
1651263315.0,75.3,35.0,8.43
1651263320.0,74.9,35.0,8.4
1651263325.0,77.6,35.0,8.21
1651263330.0,79.8,35.0,8.31
1651263335.0,76.7,35.0,8.07
1651263340.0,77.5,35.0,8.14
1651263345.0,75.2,36.0,8.11
1651263350.0,73.8,36.0,8.26
1651263355.0,75.8,36.0,8.14
1651263360.0,79.5,35.0,8.19
1651263365.0,76.0,34.0,8.09
1651263370.0,77.2,34.0,8.37
1651263375.0,76.6,34.0,8.03
1651263380.0,77.0,36.0,8.1
1651263385.0,77.2,34.0,8.13
1651263390.0,78.2,34.0,8.31
1651263395.0,78.5,36.0,8.36
1651263400.0,79.3,35.0,8.47
1651263405.0,73.6,35.0,8.27
1651263410.0,75.9,36.0,8.22
1651263415.0,74.4,36.0,8.48
1651263420.0,75.9,34.0,8.38
1651263425.0,73.9,35.0,8.21
1651263430.0,78.0,35.0,8.21
1651263435.0,75.0,35.0,8.47
1651263440.0,74.9,35.0,8.31
1651263445.0,76.7,34.0,8.0
1651263450.0,75.5,36.0,8.32
1651263455.0,79.1,36.0,8.11
1651263460.0,78.2,35.0,8.24
1651263465.0,78.3,34.0,8.43
1651263470.0,75.2,35.0,8.45
1651263475.0,74.1,36.0,8.27
1651263480.0,74.9,35.0,8.41
1651263485.0,78.7,36.0,8.1
1651263490.0,77.7,36.0,8.11
1651263495.0,79.9,36.0,8.35
1651263500.0,77.2,35.0,8.09
1651263505.0,75.2,34.0,8.0
1651263510.0,74.1,35.0,8.08
1651263515.0,74.3,35.0,8.13
1651263520.0,76.5,34.0,8.2
1651263525.0,73.5,36.0,8.19
1651263530.0,78.4,35.0,8.23
1651263535.0,75.7,35.0,8.1
1651263540.0,76.3,34.0,8.47
1651263545.0,78.3,35.0,8.37
1651263550.0,74.3,34.0,8.4
1651263555.0,73.3,36.0,8.32
1651263560.0,73.1,36.0,8.46
1651263565.0,79.6,36.0,8.36
1651263570.0,76.1,36.0,8.36
1651263575.0,74.5,35.0,8.35
1651263580.0,78.0,34.0,8.37
1651263585.0,75.7,35.0,8.26
1651263590.0,76.2,34.0,8.03
1651263595.0,75.9,34.0,8.09
1651263600.0,73.7,34.0,8.25
1651263605.0,77.7,35.0,8.2
1651263610.0,78.1,34.0,8.29
1651263615.0,77.4,36.0,8.24
1651263620.0,79.2,35.0,8.23
1651263625.0,74.8,35.0,8.25
1651263630.0,79.8,34.0,8.24
1651263635.0,75.0,34.0,8.06
1651263640.0,78.2,34.0,8.06
1651263645.0,77.7,35.0,8.38
1651263650.0,75.8,36.0,8.46
1651263655.0,73.0,34.0,8.02
1651263660.0,74.0,34.0,8.04
1651263665.0,78.1,34.0,8.38
1651263670.0,76.4,35.0,8.12
1651263675.0,76.6,35.0,8.33
1651263680.0,75.0,35.0,8.45
1651263685.0,75.9,35.0,8.01
1651263690.0,78.5,36.0,8.01
1651263695.0,77.8,36.0,8.32
1651263700.0,77.8,36.0,8.32
1651263705.0,74.4,34.0,8.06
1651263710.0,76.4,36.0,8.16
1651263715.0,73.7,35.0,8.25
1651263720.0,74.0,35.0,8.49
1651263725.0,74.6,36.0,8.09
1651263730.0,77.8,35.0,8.39
1651263735.0,78.8,34.0,8.18
1651263740.0,74.6,36.0,8.42
1651263745.0,73.2,34.0,8.11
1651263750.0,73.9,36.0,8.19
1651263755.0,78.6,35.0,8.29
1651263760.0,76.3,36.0,8.49
1651263765.0,76.2,36.0,8.3
1651263770.0,79.7,35.0,8.13
1651263775.0,76.0,34.0,8.2
1651263780.0,79.0,36.0,8.33
1651263785.0,73.7,36.0,8.41
1651263790.0,75.3,34.0,8.06
1651263795.0,74.1,34.0,8.2
1651263800.0,77.7,36.0,8.33
1651263805.0,74.8,34.0,8.0
1651263810.0,77.4,34.0,8.04
1651263815.0,74.9,36.0,8.18
1651263820.0,76.7,35.0,8.49
1651263825.0,79.4,34.0,8.17
1651263830.0,75.2,34.0,8.46
1651263835.0,79.1,34.0,8.15
1651263840.0,74.9,35.0,8.46
1651263845.0,78.9,36.0,8.21
1651263850.0,74.3,36.0,8.25
1651263855.0,78.8,36.0,8.05
1651263860.0,76.5,34.0,8.13
1651263865.0,74.8,34.0,8.3
1651263870.0,76.1,35.0,8.08
1651263875.0,77.5,34.0,8.07
1651263880.0,73.3,34.0,8.49
1651263885.0,74.8,35.0,8.38
1651263890.0,73.2,36.0,8.48
1651263895.0,74.1,35.0,8.36
1651263900.0,77.2,35.0,8.38
1651263905.0,75.8,35.0,8.48
1651263910.0,79.5,36.0,8.37
1651263915.0,77.6,34.0,8.0
1651263920.0,75.1,35.0,8.03
1651263925.0,76.9,34.0,8.45
1651263930.0,77.8,34.0,8.31
1651263935.0,79.3,34.0,8.37
1651263940.0,76.8,34.0,8.38
1651263945.0,77.3,36.0,8.38
1651263950.0,77.5,36.0,8.46
1651263955.0,73.3,35.0,8.07
1651263960.0,78.0,35.0,8.21
1651263965.0,75.2,35.0,8.05
1651263970.0,79.4,36.0,8.02
1651263975.0,77.5,36.0,8.17
1651263980.0,74.9,34.0,8.07
1651263985.0,78.9,34.0,8.3
1651263990.0,76.6,35.0,8.09
1651263995.0,74.2,35.0,8.33
1651264000.0,79.1,34.0,8.21
1651264005.0,78.9,34.0,8.19
1651264010.0,76.7,35.0,8.43
1651264015.0,77.7,36.0,8.22
1651264020.0,76.0,36.0,8.03
1651264025.0,74.6,36.0,8.28
1651264030.0,76.6,36.0,8.46
1651264035.0,73.4,36.0,8.17
1651264040.0,79.8,36.0,8.04
1651264045.0,74.9,34.0,8.46
1651264050.0,76.5,34.0,8.16
1651264055.0,74.8,35.0,8.27
1651264060.0,74.4,34.0,8.17
1651264065.0,76.9,35.0,8.45
1651264070.0,79.4,35.0,8.36
1651264075.0,79.9,36.0,8.41
1651264080.0,74.6,36.0,8.04
1651264085.0,75.8,35.0,8.07
1651264090.0,75.2,35.0,8.01
1651264095.0,79.8,34.0,8.22
1651264100.0,78.0,34.0,8.38
1651264105.0,74.1,35.0,8.44
1651264110.0,76.1,36.0,8.05
1651264115.0,78.4,35.0,8.31
1651264120.0,77.7,36.0,8.11
1651264125.0,75.8,35.0,8.34
1651264130.0,77.2,36.0,8.48
1651264135.0,76.9,34.0,8.23
1651264140.0,74.7,36.0,8.17
1651264145.0,74.3,34.0,8.0
1651264150.0,73.9,34.0,8.39
1651264155.0,75.4,34.0,8.07
1651264160.0,76.1,35.0,8.19
1651264165.0,77.5,34.0,8.41
1651264170.0,73.1,34.0,8.44
1651264175.0,80.0,36.0,8.43
1651264180.0,79.2,36.0,8.18
1651264185.0,73.0,35.0,8.4
1651264190.0,79.9,35.0,8.44
1651264195.0,79.3,36.0,8.22
1651264200.0,76.2,35.0,8.21
1651264205.0,76.5,35.0,8.09
1651264210.0,76.0,34.0,8.1
1651264215.0,78.5,36.0,8.13
1651264220.0,77.5,36.0,8.36
1651264225.0,73.0,35.0,8.26
1651264230.0,78.8,35.0,8.12
1651264235.0,79.8,36.0,8.29
1651264240.0,74.1,34.0,8.07
1651264245.0,77.3,34.0,8.02
1651264250.0,78.9,36.0,8.31
1651264255.0,73.9,35.0,8.14
1651264260.0,80.0,34.0,8.19
1651264265.0,77.2,36.0,8.48
1651264270.0,76.3,35.0,8.06
1651264275.0,76.0,35.0,8.03
1651264280.0,78.3,34.0,8.36
1651264285.0,79.4,36.0,8.15
1651264290.0,77.3,34.0,8.13
1651264295.0,73.0,34.0,8.47
